Date,Série,Exercice,Performance,Variante,Élastique,Tension,Forme,Temps Pondéré,Catégorie,Unité
18/01/2026,Serie 1,Tuck planche raises,7,Half_Lay,Rien,N/A (Sans élastique),Normal,94.81,Force isométrique,Secondes
18/01/2026,Serie 1,Pompe,30,,,,,,Force,Répétitions
18/01/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
18/01/2026,Serie 2,Planche / pike lean,6,Half_Lay,Rien,N/A (Sans élastique),Normal,81.27,Force isométrique,Secondes
18/01/2026,Serie 2,Tuck planche raises,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
18/01/2026,Serie 3,Planche / pike lean,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
18/01/2026,Serie 3,Tuck planche raises,3,Half_Lay,Rien,N/A (Sans élastique),Normal,40.63,Force isométrique,Secondes
18/01/2026,Serie 4,Planche / pike lean,12,Half_Lay,Rien,N/A (Sans élastique),Normal,162.53,Force isométrique,Secondes
18/01/2026,Serie 5,Planche / pike lean,13,Diamond,Rien,N/A (Sans élastique),Normal,86.97,Force isométrique,Secondes
19/01/2026,Serie 1,Tuck planche raises,11,Half_Lay,Rien,N/A (Sans élastique),Normal,148.99,Force isométrique,Secondes
19/01/2026,Serie 2,Tuck planche raises,7,Half_Lay,Rien,N/A (Sans élastique),Normal,94.81,Force isométrique,Secondes
19/01/2026,Serie 3,Tuck planche raises,7,Half_Lay,Rien,N/A (Sans élastique),Normal,94.81,Force isométrique,Secondes
21/01/2026,Serie 1,Planche / pike lean,5,Full,Rien,N/A (Sans élastique),High,51.32,Force isométrique,Secondes
21/01/2026,Serie 1,Tuck planche raises,10,Full,Rien,N/A (Sans élastique),High,102.64,Force isométrique,Secondes
21/01/2026,Serie 1,Pompe,20,,,,,,Force,Répétitions
21/01/2026,Serie 2,Planche / pike lean,8,Half_Lay,Rien,N/A (Sans élastique),Normal,108.36,Force isométrique,Secondes
21/01/2026,Serie 2,Tuck planche raises,7,Half_Lay,Rien,N/A (Sans élastique),Normal,94.81,Force isométrique,Secondes
21/01/2026,Serie 3,Tuck planche raises,7,Half_Lay,Rien,N/A (Sans élastique),Normal,94.81,Force isométrique,Secondes
23/01/2026,Serie 1,Planche / pike lean,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
23/01/2026,Serie 1,Tuck planche raises,8,Half_Lay,Rien,N/A (Sans élastique),Normal,108.36,Force isométrique,Secondes
23/01/2026,Serie 1,Pompe,37,,,,,,Force,Répétitions
23/01/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
23/01/2026,Serie 2,Planche / pike lean,11,Half_Lay,Rien,N/A (Sans élastique),Normal,148.99,Force isométrique,Secondes
23/01/2026,Serie 2,Tuck planche raises,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
23/01/2026,Serie 2,Pompe,40,,,,,,Force,Répétitions
23/01/2026,Serie 3,Tuck planche raises,8,Half_Lay,Rien,N/A (Sans élastique),Normal,108.36,Force isométrique,Secondes
23/01/2026,Serie 4,Tuck planche raises,9,Half_Lay,Rien,N/A (Sans élastique),Normal,121.90,Force isométrique,Secondes
23/01/2026,Serie 5,Tuck planche raises,11,Half_Lay,Rien,N/A (Sans élastique),Normal,148.99,Force isométrique,Secondes
25/01/2026,Serie 1,Planche / pike lean,8,Half_Lay,Rien,N/A (Sans élastique),Normal,108.36,Force isométrique,Secondes
25/01/2026,Serie 1,Tuck planche raises,6,Half_Lay,Rien,N/A (Sans élastique),Normal,81.27,Force isométrique,Secondes
25/01/2026,Serie 1,Pompe,30,,,,,,Force,Répétitions
25/01/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
25/01/2026,Serie 2,Planche / pike lean,8,Half_Lay,Rien,N/A (Sans élastique),Normal,108.36,Force isométrique,Secondes
25/01/2026,Serie 2,Tuck planche raises,6,Half_Lay,Rien,N/A (Sans élastique),Normal,81.27,Force isométrique,Secondes
25/01/2026,Serie 2,Pompe,40,,,,,,Force,Répétitions
25/01/2026,Serie 2,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
25/01/2026,Serie 3,Planche / pike lean,9,Half_Lay,Rien,N/A (Sans élastique),Normal,121.90,Force isométrique,Secondes
25/01/2026,Serie 4,Planche / pike lean,4,Half_Lay,Rien,N/A (Sans élastique),Normal,54.18,Force isométrique,Secondes
26/01/2026,Serie 1,Planche / pike lean,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
26/01/2026,Serie 1,Tuck planche raises,7,Half_Lay,Rien,N/A (Sans élastique),Normal,94.81,Force isométrique,Secondes
26/01/2026,Serie 1,Pompe,30,,,,,,Force,Répétitions
26/01/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
26/01/2026,Serie 2,Planche / pike lean,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
26/01/2026,Serie 2,Tuck planche raises,6,Half_Lay,Rien,N/A (Sans élastique),Normal,81.27,Force isométrique,Secondes
26/01/2026,Serie 2,Pompe,35,,,,,,Force,Répétitions
30/01/2026,Serie 1,Planche / pike lean,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
30/01/2026,Serie 1,Tuck planche raises,7,Half_Lay,Rien,N/A (Sans élastique),Normal,94.81,Force isométrique,Secondes
30/01/2026,Serie 2,Planche / pike lean,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
30/01/2026,Serie 2,Tuck planche raises,8,Half_Lay,Rien,N/A (Sans élastique),Normal,108.36,Force isométrique,Secondes
30/01/2026,Serie 3,Tuck planche raises,8,Half_Lay,Rien,N/A (Sans élastique),Normal,108.36,Force isométrique,Secondes
30/01/2026,Serie 4,Tuck planche raises,8,Half_Lay,Rien,N/A (Sans élastique),Normal,108.36,Force isométrique,Secondes
31/01/2026,Serie 1,Planche / pike lean,4,Half_Lay,Rien,N/A (Sans élastique),Normal,54.18,Force isométrique,Secondes
31/01/2026,Serie 1,Tuck planche raises,6,Half_Lay,Rien,N/A (Sans élastique),Normal,81.27,Force isométrique,Secondes
31/01/2026,Serie 1,Pompe,30,,,,,,Force,Répétitions
31/01/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
31/01/2026,Serie 2,Planche / pike lean,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
31/01/2026,Serie 2,Tuck planche raises,5,Half_Lay,Rien,N/A (Sans élastique),Normal,67.72,Force isométrique,Secondes
31/01/2026,Serie 2,Pompe,30,,,,,,Force,Répétitions
31/01/2026,Serie 2,Abdos ( dragon press bicyclette ou hold),40,,,,,,Gainage,Secondes
31/01/2026,Serie 3,Planche / pike lean,15,Half_Lay,Rien,N/A (Sans élastique),Normal,203.17,Force isométrique,Secondes
31/01/2026,Serie 3,Tuck planche raises,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
31/01/2026,Serie 4,Planche / pike lean,13,Half_Lay,Rien,N/A (Sans élastique),Normal,176.08,Force isométrique,Secondes
31/01/2026,Serie 4,Tuck planche raises,15,Half_Lay,Rien,N/A (Sans élastique),Normal,203.17,Force isométrique,Secondes
31/01/2026,Serie 5,Tuck planche raises,6,Half_Lay,Rien,N/A (Sans élastique),Normal,81.27,Force isométrique,Secondes
02/02/2026,Serie 1,Planche / pike lean,5,Half_Lay,Rien,N/A (Sans élastique),Normal,67.72,Force isométrique,Secondes
02/02/2026,Serie 1,Tuck planche raises,6,Half_Lay,Rien,N/A (Sans élastique),Normal,81.27,Force isométrique,Secondes
02/02/2026,Serie 1,Pompe,30,,,,,,Force,Répétitions
02/02/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),40,,,,,,Gainage,Secondes
02/02/2026,Serie 1,Traction bleu,15,,,,,,Force,Répétitions
02/02/2026,Serie 2,Planche / pike lean,5,Half_Lay,Rien,N/A (Sans élastique),Normal,67.72,Force isométrique,Secondes
02/02/2026,Serie 2,Tuck planche raises,5,Half_Lay,Rien,N/A (Sans élastique),Normal,67.72,Force isométrique,Secondes
02/02/2026,Serie 3,Planche / pike lean,13,Half_Lay,Rien,N/A (Sans élastique),Normal,176.08,Force isométrique,Secondes
04/02/2026,Serie 1,Planche / pike lean,15,Half_Lay,Rien,N/A (Sans élastique),Normal,203.17,Force isométrique,Secondes
04/02/2026,Serie 1,Tuck planche raises,15,Half_Lay,Rien,N/A (Sans élastique),Normal,203.17,Force isométrique,Secondes
04/02/2026,Serie 1,Pompe,50,,,,,,Force,Répétitions
04/02/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
04/02/2026,Serie 1,Traction bleu,10,,,,,,Force,Répétitions
04/02/2026,Serie 2,Tuck planche raises,15,Half_Lay,Rien,N/A (Sans élastique),Normal,203.17,Force isométrique,Secondes
04/02/2026,Serie 2,Abdos ( dragon press bicyclette ou hold),40,,,,,,Gainage,Secondes
04/02/2026,Serie 3,Tuck planche raises,11,Half_Lay,Rien,N/A (Sans élastique),Normal,148.99,Force isométrique,Secondes
04/02/2026,Serie 4,Tuck planche raises,17,Half_Lay,Rien,N/A (Sans élastique),Normal,230.26,Force isométrique,Secondes
06/02/2026,Serie 1,Planche / pike lean,12,Half_Lay,Rien,N/A (Sans élastique),Normal,162.53,Force isométrique,Secondes
06/02/2026,Serie 1,Tuck planche raises,6,Half_Lay,Rien,N/A (Sans élastique),Normal,81.27,Force isométrique,Secondes
06/02/2026,Serie 2,Planche / pike lean,23,Half_Lay,Rien,N/A (Sans élastique),Normal,311.52,Force isométrique,Secondes
06/02/2026,Serie 2,Tuck planche raises,5,Half_Lay,Rien,N/A (Sans élastique),Normal,67.72,Force isométrique,Secondes
06/02/2026,Serie 3,Planche / pike lean,12,Half_Lay,Rien,N/A (Sans élastique),Normal,162.53,Force isométrique,Secondes
06/02/2026,Serie 3,Tuck planche raises,12,Half_Lay,Rien,N/A (Sans élastique),Normal,162.53,Force isométrique,Secondes
06/02/2026,Serie 4,Planche / pike lean,17,Half_Lay,Rien,N/A (Sans élastique),Normal,230.26,Force isométrique,Secondes
06/02/2026,Serie 5,Planche / pike lean,20,Half_Lay,Rien,N/A (Sans élastique),Normal,270.89,Force isométrique,Secondes
07/02/2026,Serie 1,Planche / pike lean,8,Full,Bleu,Ecarté,Normal,92.76,Force isométrique,Secondes
07/02/2026,Serie 1,Tuck planche raises,10,Full,Bleu,Ecarté,Normal,115.95,Force isométrique,Secondes
07/02/2026,Serie 2,Planche / pike lean,7,Full,Bleu,Ecarté,Normal,81.16,Force isométrique,Secondes
07/02/2026,Serie 2,Tuck planche raises,8,Full,Bleu,Ecarté,Normal,92.76,Force isométrique,Secondes
07/02/2026,Serie 3,Planche / pike lean,11,Full,Bleu,Ecarté,Normal,127.54,Force isométrique,Secondes
07/02/2026,Serie 3,Tuck planche raises,8,Full,Bleu,Ecarté,Normal,92.76,Force isométrique,Secondes
07/02/2026,Serie 4,Planche / pike lean,10,Full,Bleu,Ecarté,Normal,115.95,Force isométrique,Secondes
07/02/2026,Serie 4,Tuck planche raises,10,Full,Bleu,Ecarté,Normal,115.95,Force isométrique,Secondes
07/02/2026,Serie 5,Tuck planche raises,10,Full,Bleu,Ecarté,Normal,115.95,Force isométrique,Secondes
10/02/2026,Serie 1,Planche / pike lean,16,Maltese,Vert,Ecarté,Normal,101.14,Force isométrique,Secondes
10/02/2026,Serie 1,Tuck planche raises,15,Maltese,Vert,Ecarté,Normal,94.82,Force isométrique,Secondes
10/02/2026,Serie 1,Pompe,40,,,,,,Force,Répétitions
10/02/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),40,,,,,,Gainage,Secondes
10/02/2026,Serie 1,Traction bleu,25,,,,,,Force,Répétitions
10/02/2026,Serie 2,Planche / pike lean,20,Maltese,Vert,Ecarté,Normal,126.43,Force isométrique,Secondes
10/02/2026,Serie 2,Tuck planche raises,13,Maltese,Vert,Ecarté,Normal,82.18,Force isométrique,Secondes
10/02/2026,Serie 2,Pompe,50,,,,,,Force,Répétitions
10/02/2026,Serie 2,Abdos ( dragon press bicyclette ou hold),40,,,,,,Gainage,Secondes
10/02/2026,Serie 2,Traction bleu,20,,,,,,Force,Répétitions
10/02/2026,Serie 3,Planche / pike lean,22,Maltese,Vert,Ecarté,Normal,139.07,Force isométrique,Secondes
10/02/2026,Serie 3,Tuck planche raises,15,Maltese,Vert,Ecarté,Normal,94.82,Force isométrique,Secondes
10/02/2026,Serie 4,Planche / pike lean,31,Maltese,Vert,Ecarté,Normal,195.96,Force isométrique,Secondes
10/02/2026,Serie 5,Planche / pike lean,21,Maltese,Vert,Ecarté,Normal,132.75,Force isométrique,Secondes
13/02/2026,Serie 1,Planche / pike lean,21,Maltese,Vert,Ecarté,Normal,132.75,Force isométrique,Secondes
13/02/2026,Serie 1,Tuck planche raises,17,Maltese,Vert,Ecarté,Normal,107.46,Force isométrique,Secondes
13/02/2026,Serie 1,Pompe,50,,,,,,Force,Répétitions
13/02/2026,Serie 2,Planche / pike lean,30,Maltese,Vert,Ecarté,Normal,189.64,Force isométrique,Secondes
13/02/2026,Serie 2,Tuck planche raises,13,Maltese,Vert,Ecarté,Normal,82.18,Force isométrique,Secondes
13/02/2026,Serie 3,Planche / pike lean,22,Maltese,Vert,Ecarté,Normal,139.07,Force isométrique,Secondes
13/02/2026,Serie 3,Tuck planche raises,16,Maltese,Vert,Ecarté,Normal,101.14,Force isométrique,Secondes
14/02/2026,Serie 1,Planche / pike lean,21,Maltese,Vert,Ecarté,Normal,132.75,Force isométrique,Secondes
14/02/2026,Serie 1,Pompe,40,,,,,,Force,Répétitions
14/02/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),40,,,,,,Gainage,Secondes
14/02/2026,Serie 2,Planche / pike lean,28,Maltese,Vert,Ecarté,Normal,177.00,Force isométrique,Secondes
14/02/2026,Serie 2,Pompe,50,,,,,,Force,Répétitions
14/02/2026,Serie 2,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
14/02/2026,Serie 3,Planche / pike lean,22,Maltese,Vert,Ecarté,Normal,139.07,Force isométrique,Secondes
17/02/2026,Serie 1,Planche / pike lean,23,Maltese,Vert,Ecarté,Normal,145.39,Force isométrique,Secondes
17/02/2026,Serie 1,Tuck planche raises,15,Maltese,Vert,Ecarté,Normal,94.82,Force isométrique,Secondes
17/02/2026,Serie 1,Handstand to Planche,5,Maltese,Vert,Ecarté,Normal,31.61,Force isométrique,Secondes
17/02/2026,Serie 1,Pompe,30,,,,,,Force,Répétitions
17/02/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),40,,,,,,Gainage,Secondes
17/02/2026,Serie 2,Planche / pike lean,27,Maltese,Vert,Ecarté,Normal,170.68,Force isométrique,Secondes
17/02/2026,Serie 2,Tuck planche raises,11,Maltese,Vert,Ecarté,Normal,69.54,Force isométrique,Secondes
17/02/2026,Serie 2,Handstand to Planche,6,Maltese,Vert,Ecarté,Normal,37.93,Force isométrique,Secondes
17/02/2026,Serie 2,Pompe,30,,,,,,Force,Répétitions
17/02/2026,Serie 3,Tuck planche raises,10,Maltese,Vert,Ecarté,Normal,63.21,Force isométrique,Secondes
18/02/2026,Serie 1,Planche / pike lean,20,Maltese,Vert,Ecarté,Normal,126.43,Force isométrique,Secondes
18/02/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),35,,,,,,Gainage,Secondes
18/02/2026,Serie 2,Planche / pike lean,20,Maltese,Vert,Ecarté,Normal,126.43,Force isométrique,Secondes
20/02/2026,Serie 1,Planche / pike lean,9,Half_Lay,Rien,N/A (Sans élastique),Normal,121.90,Force isométrique,Secondes
20/02/2026,Serie 1,Tuck planche raises,20,Half_Lay,Rien,N/A (Sans élastique),Normal,270.89,Force isométrique,Secondes
20/02/2026,Serie 1,Pompe,40,,,,,,Force,Répétitions
20/02/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),40,,,,,,Gainage,Secondes
20/02/2026,Serie 2,Planche / pike lean,8,Half_Lay,Rien,N/A (Sans élastique),Normal,108.36,Force isométrique,Secondes
20/02/2026,Serie 2,Tuck planche raises,20,Half_Lay,Rien,N/A (Sans élastique),Normal,270.89,Force isométrique,Secondes
20/02/2026,Serie 2,Pompe,40,,,,,,Force,Répétitions
20/02/2026,Serie 3,Planche / pike lean,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
20/02/2026,Serie 4,Planche / pike lean,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
20/02/2026,Serie 5,Planche / pike lean,12,Half_Lay,Rien,N/A (Sans élastique),Normal,162.53,Force isométrique,Secondes
21/02/2026,Serie 1,Planche / pike lean,15,Half_Lay,Rien,N/A (Sans élastique),Normal,203.17,Force isométrique,Secondes
21/02/2026,Serie 2,Planche / pike lean,17,Half_Lay,Rien,N/A (Sans élastique),Normal,230.26,Force isométrique,Secondes
21/02/2026,Serie 3,Planche / pike lean,15,Full,Rien,N/A (Sans élastique),Normal,230.55,Force isométrique,Secondes
21/02/2026,Serie 4,Planche / pike lean,9,Full,Rien,N/A (Sans élastique),Normal,138.33,Force isométrique,Secondes
21/02/2026,Serie 5,Planche / pike lean,15,Half_Lay,Rien,N/A (Sans élastique),Normal,203.17,Force isométrique,Secondes
22/02/2026,Serie 1,Planche / pike lean,10,Full,Rien,N/A (Sans élastique),Normal,153.70,Force isométrique,Secondes
22/02/2026,Serie 1,Pompe,30,,,,,,Force,Répétitions
22/02/2026,Serie 1,Traction bleu,15,,,,,,Force,Répétitions
22/02/2026,Serie 2,Planche / pike lean,7,Full,Rien,N/A (Sans élastique),Normal,107.59,Force isométrique,Secondes
22/02/2026,Serie 2,Pompe,30,,,,,,Force,Répétitions
22/02/2026,Serie 2,Traction bleu,15,,,,,,Force,Répétitions
22/02/2026,Serie 3,Planche / pike lean,7,Full,Rien,N/A (Sans élastique),Normal,107.59,Force isométrique,Secondes
22/02/2026,Serie 4,Planche / pike lean,7,Full,Rien,N/A (Sans élastique),Normal,107.59,Force isométrique,Secondes
24/02/2026,Serie 1,Planche / pike lean,14,Half_Lay,Rien,N/A (Sans élastique),Normal,189.62,Force isométrique,Secondes
24/02/2026,Serie 1,Tuck planche raises,15,Half_Lay,Rien,N/A (Sans élastique),Normal,203.17,Force isométrique,Secondes
24/02/2026,Serie 1,Pompe,40,,,,,,Force,Répétitions
24/02/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),40,,,,,,Gainage,Secondes
24/02/2026,Serie 1,Traction bleu,15,,,,,,Force,Répétitions
24/02/2026,Serie 2,Planche / pike lean,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
24/02/2026,Serie 2,Tuck planche raises,25,Half_Lay,Rien,N/A (Sans élastique),Normal,338.61,Force isométrique,Secondes
24/02/2026,Serie 2,Pompe,40,,,,,,Force,Répétitions
24/02/2026,Serie 2,Abdos ( dragon press bicyclette ou hold),40,,,,,,Gainage,Secondes
24/02/2026,Serie 2,Traction bleu,15,,,,,,Force,Répétitions
24/02/2026,Serie 3,Planche / pike lean,9,Half_Lay,Rien,N/A (Sans élastique),Normal,121.90,Force isométrique,Secondes
24/02/2026,Serie 3,Abdos ( dragon press bicyclette ou hold),50,,,,,,Gainage,Secondes
24/02/2026,Serie 4,Planche / pike lean,8,Half_Lay,Rien,N/A (Sans élastique),Normal,108.36,Force isométrique,Secondes
26/02/2026,Serie 1,Planche / pike lean,26,Half_Lay,Bleu,Ecarté,Normal,265.66,Force isométrique,Secondes
26/02/2026,Serie 1,Pompe,30,,,,,,Force,Répétitions
26/02/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),50,,,,,,Gainage,Secondes
26/02/2026,Serie 2,Planche / pike lean,22,Half_Lay,Bleu,Ecarté,Normal,224.79,Force isométrique,Secondes
26/02/2026,Serie 2,Pompe,40,,,,,,Force,Répétitions
26/02/2026,Serie 2,Abdos ( dragon press bicyclette ou hold),50,,,,,,Gainage,Secondes
26/02/2026,Serie 3,Planche / pike lean,23,Half_Lay,Bleu,Ecarté,Normal,235.01,Force isométrique,Secondes
26/02/2026,Serie 4,Planche / pike lean,23,Half_Lay,Bleu,Ecarté,Normal,235.01,Force isométrique,Secondes
28/02/2026,Serie 1,Planche / pike lean,20,Half_Lay,Bleu,Ecarté,Normal,204.36,Force isométrique,Secondes
28/02/2026,Serie 1,Pompe,50,,,,,,Force,Répétitions
28/02/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),50,,,,,,Gainage,Secondes
28/02/2026,Serie 1,Traction bleu,12,,,,,,Force,Répétitions
28/02/2026,Serie 2,Planche / pike lean,20,Half_Lay,Bleu,Ecarté,Normal,204.36,Force isométrique,Secondes
28/02/2026,Serie 2,Abdos ( dragon press bicyclette ou hold),50,,,,,,Gainage,Secondes
28/02/2026,Serie 3,Planche / pike lean,22,Half_Lay,Bleu,Ecarté,Normal,224.79,Force isométrique,Secondes
28/02/2026,Serie 4,Planche / pike lean,18,Half_Lay,Bleu,Ecarté,Normal,183.92,Force isométrique,Secondes
02/03/2026,Serie 1,Planche / pike lean,20,Half_Lay,Bleu,Ecarté,Normal,204.36,Force isométrique,Secondes
02/03/2026,Serie 1,Pompe,40,,,,,,Force,Répétitions
02/03/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),40,,,,,,Gainage,Secondes
02/03/2026,Serie 2,Planche / pike lean,15,Half_Lay,Bleu,Ecarté,Normal,153.27,Force isométrique,Secondes
02/03/2026,Serie 2,Abdos ( dragon press bicyclette ou hold),40,,,,,,Gainage,Secondes
02/03/2026,Serie 3,Planche / pike lean,14,Half_Lay,Bleu,Ecarté,Normal,143.05,Force isométrique,Secondes
02/03/2026,Serie 3,Abdos ( dragon press bicyclette ou hold),40,,,,,,Gainage,Secondes
02/03/2026,Serie 4,Planche / pike lean,17,Half_Lay,Bleu,Ecarté,Normal,173.70,Force isométrique,Secondes
03/03/2026,Serie 1,Planche / pike lean,17,Half_Lay,Rien,N/A (Sans élastique),Normal,230.26,Force isométrique,Secondes
03/03/2026,Serie 1,Tuck planche raises,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
03/03/2026,Serie 1,Pompe,40,,,,,,Force,Répétitions
03/03/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),50,,,,,,Gainage,Secondes
03/03/2026,Serie 2,Planche / pike lean,13,Half_Lay,Rien,N/A (Sans élastique),Normal,176.08,Force isométrique,Secondes
03/03/2026,Serie 2,Tuck planche raises,20,Half_Lay,Rien,N/A (Sans élastique),Normal,270.89,Force isométrique,Secondes
03/03/2026,Serie 2,Pompe,40,,,,,,Force,Répétitions
03/03/2026,Serie 2,Abdos ( dragon press bicyclette ou hold),40,,,,,,Gainage,Secondes
03/03/2026,Serie 3,Planche / pike lean,13,Half_Lay,Rien,N/A (Sans élastique),Normal,176.08,Force isométrique,Secondes
04/03/2026,Serie 1,Planche / pike lean,16,Half_Lay,Bleu,Ecarté,High,109.18,Force isométrique,Secondes
04/03/2026,Serie 1,Pompe,50,,,,,,Force,Répétitions
04/03/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),40,,,,,,Gainage,Secondes
04/03/2026,Serie 1,Traction bleu,20,,,,,,Force,Répétitions
04/03/2026,Serie 2,Planche / pike lean,15,Half_Lay,Bleu,Ecarté,Normal,153.27,Force isométrique,Secondes
04/03/2026,Serie 2,Pompe,40,,,,,,Force,Répétitions
04/03/2026,Serie 2,Traction bleu,15,,,,,,Force,Répétitions
04/03/2026,Serie 3,Planche / pike lean,15,Full,Bleu,Ecarté,Normal,173.92,Force isométrique,Secondes
04/03/2026,Serie 3,Traction bleu,15,,,,,,Force,Répétitions
04/03/2026,Serie 4,Planche / pike lean,9,Half_Lay,Bleu,Ecarté,Normal,91.96,Force isométrique,Secondes
06/03/2026,Serie 1,Planche / pike lean,16,Half_Lay,Bleu,Ecarté,Normal,163.49,Force isométrique,Secondes
06/03/2026,Serie 1,Pompe,50,,,,,,Force,Répétitions
06/03/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),50,,,,,,Gainage,Secondes
06/03/2026,Serie 2,Planche / pike lean,15,Half_Lay,Bleu,Ecarté,Normal,153.27,Force isométrique,Secondes
06/03/2026,Serie 2,Pompe,40,,,,,,Force,Répétitions
06/03/2026,Serie 2,Abdos ( dragon press bicyclette ou hold),50,,,,,,Gainage,Secondes
06/03/2026,Serie 3,Planche / pike lean,15,Half_Lay,Bleu,Ecarté,Normal,153.27,Force isométrique,Secondes
07/03/2026,Serie 1,Planche / pike lean,13,Half_Lay,Bleu,Ecarté,Normal,132.83,Force isométrique,Secondes
07/03/2026,Serie 1,Tuck planche raises,15,Half_Lay,Bleu,Ecarté,Normal,153.27,Force isométrique,Secondes
07/03/2026,Serie 1,Pompe,50,,,,,,Force,Répétitions
07/03/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),50,,,,,,Gainage,Secondes
07/03/2026,Serie 1,Traction bleu,5,,,,,,Force,Répétitions
07/03/2026,Serie 2,Planche / pike lean,8,Half_Lay,Bleu,Ecarté,Normal,81.74,Force isométrique,Secondes
07/03/2026,Serie 2,Abdos ( dragon press bicyclette ou hold),50,,,,,,Gainage,Secondes
07/03/2026,Serie 3,Planche / pike lean,8,Half_Lay,Bleu,Ecarté,Normal,81.74,Force isométrique,Secondes
10/03/2026,Serie 1,Pompe,50,,,,,,Force,Répétitions
10/03/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),50,,,,,,Gainage,Secondes
10/03/2026,Serie 1,Traction bleu,10,,,,,,Force,Répétitions
10/03/2026,Serie 2,Pompe,50,,,,,,Force,Répétitions
11/03/2026,Serie 1,Planche / pike lean,11,Half_Lay,Rien,N/A (Sans élastique),Normal,148.99,Force isométrique,Secondes
11/03/2026,Serie 1,Tuck planche raises,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
11/03/2026,Serie 1,Pompe,40,,,,,,Force,Répétitions
11/03/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),50,,,,,,Gainage,Secondes
11/03/2026,Serie 2,Planche / pike lean,13,Half_Lay,Rien,N/A (Sans élastique),Normal,176.08,Force isométrique,Secondes
11/03/2026,Serie 2,Pompe,40,,,,,,Force,Répétitions
11/03/2026,Serie 2,Abdos ( dragon press bicyclette ou hold),40,,,,,,Gainage,Secondes
11/03/2026,Serie 3,Planche / pike lean,14,Half_Lay,Rien,N/A (Sans élastique),Normal,189.62,Force isométrique,Secondes
11/03/2026,Serie 3,Pompe,40,,,,,,Force,Répétitions
11/03/2026,Serie 3,Abdos ( dragon press bicyclette ou hold),40,,,,,,Gainage,Secondes
13/03/2026,Serie 1,Planche / pike lean,16,Half_Lay,Rien,N/A (Sans élastique),Normal,216.71,Force isométrique,Secondes
13/03/2026,Serie 1,Pompe,50,,,,,,Force,Répétitions
13/03/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),50,,,,,,Gainage,Secondes
13/03/2026,Serie 2,Planche / pike lean,16,Half_Lay,Rien,N/A (Sans élastique),Normal,216.71,Force isométrique,Secondes
13/03/2026,Serie 2,Pompe,50,,,,,,Force,Répétitions
13/03/2026,Serie 2,Abdos ( dragon press bicyclette ou hold),40,,,,,,Gainage,Secondes
13/03/2026,Serie 3,Pompe,20,,,,,,Force,Répétitions
